,dist_fr,dist_mr
588,0.227655741,0.332787837
589,0.17693283,0.253740613
590,0.23286166,0.308917968
591,0.131565948,0.27466935
592,0.176210729,0.283027201
593,0.214282544,0.282947717
594,0.233695617,0.250929312
595,0.187204206,0.216708536
596,0.216560835,0.383492603
597,0.263786459,0.443267937
598,0.263073876,0.318291593
599,0.277678345,0.319573073
600,0.204298297,0.408095934
601,0.251984128,0.217537051
602,0.262303174,0.450289764
603,0.203048356,0.297955155
604,0.261846913,0.243462873
605,0.230813583,0.242401902
606,0.241434705,0.241934694
607,0.280759529,0.409892215
608,0.209847747,0.241032408
609,0.21854951,0.210279408
610,0.203471016,0.296801607
611,0.17669229,0.332789336
612,0.225163805,0.284951274
613,0.253487443,0.291725971
614,0.470299502,0.293718403
615,0.186403078,0.452231319
616,0.246406918,0.492678013
617,0.186690806,0.272364008
618,0.3027437,0.334299813
619,0.221591752,0.232289046
620,0.183109239,0.261132186
621,0.235583893,0.366420579
622,0.198362837,0.225026001
623,0.173477925,0.227462527
624,0.171193181,0.363124591
625,0.238449505,0.250119411
626,0.206221175,0.430917941
627,0.165204425,0.337376888
628,0.234093251,0.222388735
629,0.223731295,0.226778681
630,0.257381552,0.293086736
631,0.200624658,0.414690263
632,0.364926653,0.318628146
633,0.142820674,0.346194181
634,0.302555699,0.426328701
635,0.216223239,0.243858244
636,0.290849462,0.230483755
637,0.229501079,0.206779105
638,0.177152691,0.873074617
639,0.191627892,0.261365761
640,0.236542969,0.205486988
641,0.27908132,0.426452933
642,0.417995741,0.28136825
643,0.182662252,0.25177373
644,0.550394167,0.281066463
645,0.181176143,0.336034039
646,0.202002694,0.207089716
647,0.178750021,0.358515307
648,0.224494493,0.253905797
649,0.158095447,0.173010266
650,0.213820319,0.272093776
651,0.179121855,0.302153253
652,0.174364945,0.240927223
653,0.245338233,0.366536661
654,0.231119375,0.717245991
655,0.246665158,0.224926682
656,0.270188949,0.273916999
657,0.242461524,0.232343476
658,0.21765693,0.236457448
659,0.141439475,0.224120889
660,0.238411885,0.309624081
661,0.167631946,0.268094862
662,0.182106622,0.192758928
663,0.231038258,0.25097425
664,0.188028882,0.196361369
665,0.280193027,0.296451993
666,0.202040819,0.219567558
667,0.208990082,0.267631468
668,0.175956593,0.403482446
669,0.204906115,0.279463938
670,0.178750333,0.273211887
671,0.268020226,0.329780771
672,0.251534971,0.273366796
673,0.156247642,0.314774704
674,0.177747627,0.38036338
675,0.169686797,0.241730528
676,0.173930594,0.311049985
677,0.202819022,0.234108962
678,0.172762976,0.295813074
679,0.165851058,0.254862131
680,0.187755776,0.339798414
681,0.222112841,0.235332953
682,0.411903272,0.256040202
683,0.199073463,0.353405131
684,0.180771114,0.230363795
685,0.180971043,0.258572368
686,0.271768965,0.232087979
687,0.170293435,0.202562405
688,0.223648081,0.19470919
689,0.235201799,0.241219156
690,0.215455127,0.365109591
691,0.202322215,0.260867265
692,0.250494685,0.209003997
693,0.223802838,0.220848058
694,0.167875045,0.265813797
695,0.303322574,0.214175975
696,0.206188608,0.201219973
697,0.225655659,0.287047177
698,0.185844807,0.2877174
699,0.174566218,0.226465867
700,0.245109241,0.352788141
701,0.166580229,0.315713871
702,0.211090365,0.284464628
703,0.242149846,0.196623934
704,0.248232841,0.342858135
705,0.162009105,0.298056418
706,0.185029457,0.222771269
707,0.267037786,0.292975941
708,0.237437114,0.873074617
709,0.240137029,0.454848554
710,0.242689512,0.294921262
711,0.205411149,0.254960065
712,0.286450311,0.351361229
713,0.299365306,0.260519366
714,0.410874491,0.419184643
715,0.24123774,0.254860232
716,0.213727746,0.268202201
717,0.13261784,0.358073425
718,0.250218587,0.265201989
719,0.247559883,0.284945208
720,0.168818398,0.343432675
721,0.264628511,0.214151282
722,0.194247377,0.249541009
723,0.150858001,0.258921867
724,0.289424803,0.293346949
725,0.265253814,0.402815063
726,0.255498327,0.240173863
727,0.183266942,0.254279764
728,0.209708717,0.215041909
729,0.302039325,0.31310638
730,0.20723947,0.248698389
731,0.184527056,0.23351905
732,0.293713517,0.271323927
733,0.305369571,0.266246379
734,0.170896838,0.246563421
735,0.266619135,0.228107942
736,0.245191404,0.224091838
737,0.169140703,0.231868209
738,0.277344826,0.205000453
739,0.183878915,0.296920509
740,0.200930946,0.298597816
741,0.185852252,0.252214695
742,0.387192329,0.334597524
743,0.195515838,0.281388923
744,0.215154731,0.374588
745,0.196491118,0.348431835
746,0.202880342,0.382457079
747,0.289692717,0.394790748
748,0.207713186,0.254143946
749,0.166038494,0.278729941
750,0.164998904,0.312406698
751,0.165688667,0.351977987
752,0.422266913,0.322720667
753,0.277114503,0.252223811
754,0.176083872,0.21927253
755,0.319956908,0.217600732
756,0.154384391,0.291583675
757,0.272600399,0.279167112
758,0.137250054,0.262236333
759,0.229908734,0.237273747
760,0.426848172,0.192511838
761,0.25728003,0.279944947
762,0.172989505,0.352589956
763,0.456861669,0.423801974
764,0.26706808,0.286350842
765,0.221033685,0.207081698
766,0.351333464,0.294510679
767,0.349881281,0.255331633
768,0.180996924,0.195649821
769,0.239633174,0.453100703
770,0.1741538,0.216416027
771,0.4278742,0.256014644
772,0.164168947,0.201582521
773,0.221368812,0.282015408
774,0.280826383,0.329381939
775,0.145249771,0.17940329
776,0.241628383,0.292185195
777,0.185397238,0.223197893
778,0.144370043,0.211565482
779,0.1806928,0.40670548
780,0.24797326,0.240985498
781,0.214808259,0.481297338
782,0.177967063,0.252186608
783,0.212167334,0.247185543
784,0.147189414,0.348866409
785,0.186985083,0.217997436
786,0.156597545,0.273644946
787,0.348741426,0.200710797
788,0.1672319,0.268784405
789,0.175027781,0.256337282
790,0.170676891,0.328255112
791,0.350488631,0.282186767
792,0.309180817,0.317704678
793,0.180031859,0.232953662
794,0.222294522,0.295457692
795,0.22227471,0.33841834
796,0.18851186,0.208172314
797,0.207433168,0.288830247
798,0.421945238,0.210236577
799,0.268782531,0.288848344
800,0.227247222,0.342805582
801,0.242203043,0.304918747
802,0.205553276,0.237339039
803,0.258253299,0.270092071
804,0.175565111,0.222317197
805,0.225795156,0.351422836
806,0.21048768,0.328680716
807,0.172346876,0.231919171
808,0.20321077,0.252918235
809,0.201015906,0.223520075
810,0.779747292,0.215546392
811,0.186725943,0.298617548
812,0.158996829,0.272948737
813,0.351277876,0.843182976
814,0.174924833,0.273309413
815,0.207538737,0.324516771
816,0.262251928,0.278992506
817,0.421601538,0.300139358
818,0.265788543,0.312358785
819,0.177710251,0.244718049
820,0.226386463,0.273389047
821,0.267672167,0.252598801
822,0.172035225,0.255272194
823,0.247396338,0.654182171
824,0.173717963,0.224802196
825,0.199005339,0.497991057
826,0.245297136,0.264767729
827,0.192573324,0.288208633
828,0.207714408,0.303819366
829,0.226431918,0.287046642
830,0.239268788,0.26236527
831,0.318750265,0.378011988
832,0.198265147,0.263263032
833,0.196159614,0.191167095
834,0.318130728,0.256634027
835,0.260206052,0.327900585
836,0.236456537,0.404804411
837,0.190077527,0.287763186
838,0.1688996,0.403944783
839,0.215456116,0.285572277
840,0.212895217,0.242395752
841,0.162467962,0.379554972
842,0.189817956,0.351674219
843,0.17338695,0.25733376
844,0.159879621,0.270244795
845,0.160268092,0.269699208
846,0.205751577,0.209632245
847,0.176082333,0.23638609
848,0.389592256,1.596497143
849,0.230303391,0.254568534
850,0.235479806,0.262890705
851,0.190951205,0.237414884
852,0.202371023,0.1799891
853,0.153899715,0.331188817
854,0.165261612,0.248303965
855,0.203387975,0.349454197
856,0.375730299,0.230983414
857,0.237536743,0.25711754
858,0.407695578,0.244510779
859,0.258676468,0.265696911
860,0.34884399,0.20234404
861,0.248118637,0.268214306
862,0.17796247,0.268021489
863,0.403385547,0.346801351
864,0.202647766,0.451490253
865,0.202423487,0.228101746
866,0.215262948,0.264590778
867,0.298171444,0.575406397
868,0.195480517,0.580538281
869,0.195761099,0.239067901
870,0.373389855,0.262070056
871,0.175351386,0.263865885
872,0.142314439,0.265397417
873,0.232721582,0.237354719
874,0.267374172,0.322833613
875,0.133302302,0.273144416
876,0.183448629,0.232847893
877,0.217126,0.390931926
878,0.185020537,0.416413197
879,0.194309535,0.233400147
880,0.402381875,0.345710358
881,0.185090832,0.211569212
882,0.209323039,0.291084378
883,0.269641025,0.30302014
884,0.152494722,0.274330536
885,0.232106186,0.211787233
886,0.177746968,0.280852628
887,0.193158553,0.311777022
888,0.220048026,0.292866542
889,0.317959554,0.374163567
890,0.213610609,0.246820308
891,0.186496587,0.197573189
892,0.231950464,0.220937627
893,0.338806605,0.310267213
894,0.164456792,0.329413729
895,0.2065409,0.293467519
896,0.368877526,0.226840935
897,0.249587061,0.281866227
898,0.253791412,0.199931771
899,0.182102658,0.209733337
900,0.218938258,0.27880943
901,0.185993008,0.231605233
902,0.211144447,0.25492664
903,0.249338321,0.371949849
904,0.153072708,0.188024699
905,0.235277605,0.218496091
906,0.239880719,0.210169133
907,0.200150381,0.279472848
908,0.216625746,0.340293381
909,0.180285592,0.270695886
910,0.23087206,0.195337281
911,0.258377638,0.273980023
912,0.178717763,0.251360229
913,0.225795218,0.329014067
914,0.183973159,0.196619938
915,0.320423776,0.249068469
916,0.496559377,0.205954934
917,0.375569917,0.207568507
918,0.25664452,0.247851179
919,0.295452992,0.211239643
920,0.18591498,0.275925457
921,0.173179763,0.240991389
922,0.224349157,0.287019094
923,0.243766158,0.438234928
924,0.16628944,0.218753131
925,0.209575172,0.267628091
926,0.159201085,0.19827873
927,0.247391962,0.273534049
928,0.23406126,0.255532928
929,0.267671882,0.637044655
930,0.20904901,0.219802783
931,0.168889238,0.229371556
932,0.189601362,0.30561507
933,0.289955645,0.422967468
934,0.240239963,0.299795131
935,0.334794117,0.19885027
936,0.30095301,0.371593623
937,0.238691123,0.319424616
938,0.191147987,0.296874983
939,0.339589679,0.384987563
940,0.194273948,0.215905457
941,0.227925263,0.40571441
942,0.19166972,0.361802397
943,0.152181175,0.27268739
944,0.299524319,0.22290105
945,0.286972353,0.288654103
946,0.24643655,0.193163368
947,0.17718944,0.226342634
948,0.222655435,0.223768116
949,0.222813006,0.2619301
950,0.207892215,0.271446238
951,0.25927182,0.261708544
952,0.218893781,0.279004168
953,0.153707627,0.247050096
954,0.171160933,0.325998049
955,0.195662654,0.236326325
956,0.156957632,0.321356491
957,0.198411456,0.302493784
958,0.291723699,0.212764277
959,0.258903201,0.325245147
960,0.195050369,0.264963852
961,0.1973826,0.223676895
962,0.419290538,0.244572019
963,0.193704048,0.198243954
964,0.327486231,0.230651035
965,0.193600245,0.195584472
966,0.171959636,0.323697394
967,0.213533683,0.352895768
968,0.33078228,0.326150415
969,0.274770905,0.309999177
970,0.252082938,0.43892607
971,0.204153781,0.724523001
972,0.250541305,0.376515236
973,0.184005226,0.302969132
974,0.223826033,0.324800365
975,0.202491679,0.249544548
976,0.216361375,0.211368014
977,0.175201086,0.296531994
978,0.363231787,0.200483437
979,0.161770987,0.257521918
980,0.323421964,0.299910388
981,0.384946399,0.252977791
982,0.184073382,0.247707921
983,0.15347892,0.222513674
984,0.173907365,0.290090623
985,0.230765085,0.319980854
986,0.185025109,0.37976812
987,0.213211334,0.258844545
988,0.27022563,0.301496866
989,0.234246958,0.277686749
990,0.25880595,0.322082011
991,0.171439771,0.251582893
992,0.150882953,0.391960893
993,0.329022352,0.211668416
994,0.196846431,0.308286885
995,0.169546733,0.317484863
996,0.169287715,0.292082961
997,0.242416739,0.388581326
998,0.165259139,0.210199605
999,0.265773385,0.414782863
1000,0.163762513,0.317124956
1001,0.201229005,0.244917957
1002,0.185338302,0.204030343
1003,0.183046555,0.335487398
1004,0.257023209,0.452287065
1005,0.166760978,0.235698494
1006,0.25155199,0.361758129
1007,0.188194806,0.268434106
1008,0.19039097,0.245848665
1009,0.254942392,0.380229877
1010,0.276770374,0.260957192
1011,0.188446979,0.308318278
1012,0.156644006,0.26097576
1013,0.214764096,0.213855301
1014,0.239953525,0.234678283
1015,0.235172197,0.2033743
1016,0.237103566,0.374075404
1017,0.204550739,0.224230774
1018,0.311323444,0.258468019
1019,0.199176025,0.425542071
1020,0.182408979,0.242662515
1021,0.195952581,0.214863091
1022,0.157206469,0.275445405
1023,0.322760133,0.260560293
1024,0.174483533,0.280419771
1025,0.200143306,0.22259592
1026,0.180927603,0.229756851
1027,0.219468438,0.251471987
1028,0.202512564,0.292698992
1029,0.557224316,0.295484055
1030,0.404034964,0.438328514
1031,0.238004043,0.300040578
1032,0.182312412,0.260054824
1033,0.152308124,0.232965361
1034,0.313562203,0.240053751
1035,0.150513227,0.419284637
1036,0.138315492,0.224825431
1037,0.189761203,0.290167427
1038,0.38723349,0.338296698
1039,0.187601065,0.242986592
1040,0.148628098,0.284431804
1041,0.207508481,0.187995908
1042,0.190792612,0.292754184
1043,0.236717976,0.325308191
1044,0.224526372,0.190501961
1045,0.186134369,0.259742996
1046,0.232284402,0.262377982
1047,0.184734138,0.251955843
1048,0.152529321,0.385430537
1049,0.240152298,0.400652179
1050,0.200590842,0.478223122
1051,0.144346616,0.310849456
1052,0.246365023,0.3552652
1053,0.212325508,0.259548317
1054,0.218874862,0.248045148
1055,0.16168446,0.287046247
1056,0.255114028,0.266069075
1057,0.254375296,0.241949498
1058,0.167142001,0.259664091
1059,0.341582215,0.229776837
1060,0.260172731,0.320676754
1061,0.196047126,0.530854042
1062,0.231670589,0.421176587
1063,0.194928587,0.287388207
1064,0.30566911,0.248706464
1065,0.196466643,0.353488091
1066,0.144583965,0.294608305
1067,0.206959197,0.294117489
1068,0.200573037,0.389355755
1069,0.288397,0.462413921
1070,0.152724192,0.234191129
1071,0.229083157,0.255062305
1072,0.197623276,0.307316287
1073,0.209263226,0.303353904
1074,0.201964563,0.254696016
1075,0.1909462,0.396405706
1076,0.168087749,0.249207495
1077,0.181970536,0.194641085
1078,0.214460111,0.263045052
1079,0.276735999,0.297138404
1080,0.14670544,0.237298438
1081,0.253832672,0.3014813
1082,0.26365114,0.203741935
1083,0.203442279,0.26487261
1084,0.237153211,0.269031835
1085,0.145825727,0.198070129
1086,0.311782506,0.230045953
1087,0.208019343,0.34106673
1088,0.195743742,0.769759326
1089,0.217521105,0.263486454
1090,0.28109101,0.271247316
1091,0.266235704,0.210812706
1092,0.180397303,0.488012072
1093,0.182584872,0.256863839
1094,0.181656919,0.239305066
1095,0.15476658,0.295130697
1096,0.203044083,0.547776627
1097,0.136602885,0.516943536
1098,0.167476157,0.342120146
1099,0.243306913,0.205286585
1100,0.230216753,0.285404041
1101,0.306236742,0.246147445
1102,0.297834277,0.337814813
1103,0.209591886,0.335169055
1104,0.233398524,0.389902866
1105,0.226329631,0.262292865
1106,0.345755201,0.358265933
1107,0.275741808,0.237000702
1108,0.155965957,0.412719398
1109,0.258320514,0.25867186
1110,0.232800637,0.259978511
1111,0.209777757,0.326118181
1112,0.138570454,0.339872
1113,0.17116372,0.343850765
1114,0.296087122,0.260960591
1115,0.2899993,0.232980658
1116,0.292617229,0.191576264
1117,0.233878587,0.22689918
1118,0.225627158,0.224694539
1119,0.226833937,0.218519624
1120,0.183254457,0.26388273
1121,0.160069782,0.239197829
1122,0.397909554,0.417417657
1123,0.240262207,0.234258179
1124,0.19643394,0.363370544
1125,0.310209299,0.22358084
1126,0.224664911,0.440303219
1127,0.321114974,0.37681234
1128,0.199279477,0.203128503
1129,0.198301866,0.247839824
1130,0.516895538,0.380163562
1131,0.169900256,0.27030368
1132,0.201941131,0.249451489
1133,0.291931629,0.216075862
1134,0.419220865,0.314762991
1135,0.149887541,0.218719738
1136,0.145517734,0.223348783
1137,0.202688474,0.292283627
1138,0.249771764,0.329899916
1139,0.231746455,0.25607333
1140,0.280182005,0.414560258
1141,0.359130633,0.218240537
1142,0.160488898,0.248905018
1143,0.182035629,0.325165144
1144,0.303853296,0.409521763
1145,0.249302956,0.233742949
1146,0.275037736,0.254163793
1147,0.262012913,0.449718837
1148,0.18085307,0.24116684
1149,0.236145311,0.292834031
1150,0.152812188,0.217936396
1151,0.167627698,0.368404737
1152,0.17912821,0.304399172
1153,0.272713526,0.376918783
1154,0.245940302,0.257340262
1155,0.206856303,0.200586732
1156,0.215008015,0.40921104
1157,0.243731172,0.286445317
1158,0.203905085,0.278676676
1159,0.223979028,0.266966814
1160,0.335923031,0.26173433
1161,0.371688455,0.335765631
1162,0.175924876,0.371755659
1163,0.33604961,0.237037172
1164,0.140353916,0.213531978
1165,0.244011518,0.290654088
1166,0.188855475,0.343692287
1167,0.184388339,0.31050285
